text,sentiment,label,text_clean
"Ngân hàng tào lao, thay đổi chữ ký mà kêu đi về nơi đăng ký ban đầu thay đổi, các điểm CN và PGD khác ko làm đc... hê thống CNTT dởm hay Nhân viên lười biếng ko muốn làm cho khách hàng? Chưa thấy NH nào dịch vụ kém vậy...",negative,0,"ngân_hàng tào_lao , thay_đổi chữ_ký mà kêu đi về nơi đăng_ký ban_đầu thay_đổi , các điểm cn và pgd khác không làm đc . hê_thống cntt_dởm hay nhân_viên lười_biếng không muốn làm cho khách_hàng ? chưa thấy ngân_hàng nào dịch_vụ kém vậy ."
Chúc bidv năm mới thắng lợi mới đồng hành cùng phát triển,positive,2,chúc bidv năm mới thắng_lợi mới đồng_hành cùng phát_triển
"Hịn quá, quá hịn luôn. 👍👍👍",positive,2,"hịn quá , quá hịn luôn . : thumbs_up : : thumbs_up : : thumbs_up :"
Chúc VIETCOMBANK ngày càng phát triển ạ,positive,2,chúc vietcombank ngày_càng phát_triển ạ
Cảm ơn add nhiều ạh,positive,2,cảm_ơn admin nhiều ạh
# tetyeuthuong chúc BIDV ngày càng lớn mạnh và phát triển xa hơn nữa.,positive,2,tetyeuthuong chúc bidv ngày_càng lớn_mạnh và phát_triển xa hơn_nữa .
# tetyeuthuong 2017. Chúc BIDV năm mới an khang thịnh vượng .vạn sự như ý,positive,2,tetyeuthuong 2017 . chúc bidv năm mới an_khang thịnh_vượng . vạn sự như_ý
Mình dùng thẻ vcb vào cây rút ATM của vcb thì ktra tk Ok. Nhưng khi rút và Ck đều ko đc. Ngược lại dùng thẻ vcb vào cây agribank thì Ok . Ko hiểu nổi. Vào ngân hàng vcb thì họ chỉ bảo thẻ bị nhiễm từ phải làm lại.,negative,0,mình dùng thẻ vcb vào cây rút atm của vcb thì ktra tài_khoản ok . nhưng khi rút và ck đều không đc . ngược_lại dùng thẻ vcb vào cây agribank thì ok . không hiểu nổi . vào ngân_hàng vcb thì họ chỉ bảo thẻ bị nhiễm từ phải làm lại .
Cám ơn ạ.,positive,2,cám ơn ạ .
# Tetyeuthuong kính chúc BIDV luôn luôn được khánh hàng tin yêu và tin cậy,positive,2,tetyeuthuong kính chúc bidv luôn_luôn được khánh_hàng tin_yêu và tin_cậy
Vãi nồi mình đang dùng thẻ bidv tên mình mà chẳng nge nói j,negative,0,vãi nồi mình đang dùng thẻ bidv tên mình mà chẳng nge nói j
Nhanh tay lên cả nhà.rất tiện lợi,positive,2,nhanh tay lên cả nhà . rất tiện_lợi
"Lúc trước mình phải tới tận chỗ giao dịch,vừa xa lại còn ngồi chờ lâu ơi là lâu",negative,0,"lúc trước mình phải tới tận chỗ giao_dịch , vừa xa lại còn ngồi chờ lâu ơi_là lâu"
# Tetyeuthuong năm mới đến chúc BIDV gặt hái thêm nhiều thành công,positive,2,tetyeuthuong năm mới đến chúc bidv gặt_hái thêm nhiều thành_công
# Tetyeuthuong chúc mừng năm mới BIDV,positive,2,tetyeuthuong chúc_mừng năm mới bidv
Quỳ -_- làm mỗi cái thẻ atm mà nhanh nhất phải mất đến 15 ngày mới may ra nhận được thẻ thì hỏng hết cả việc rồi còn gì nữa hả bank ???,negative,0,quỳ - _ - làm mỗi cái thẻ atm mà nhanh nhất phải mất đến 15 ngày mới may_ra nhận được thẻ thì hỏng hết cả việc rồi còn gì nữa hả_bank ?
Cám ơn ah!,positive,2,cám ơn ah !
Ok cam on bn,positive,2,ok cam_on bn
"# tetyeuthuong chúc BIDV ngày càng lớn mạnh,gặt hái nhiều thành công.",positive,2,"tetyeuthuong chúc bidv ngày_càng lớn_mạnh , gặt_hái nhiều thành_công ."
dug bidv smarbanking nỳ trừ tiền vớ vẩn lắm từ thag 1 đến giờ mih bị trừ hơn 100k rùi,negative,0,dug bidv smarbanking nỳ_trừ tiền vớ vẩn lắm từ thag 1 đến giờ mih bị trừ hơn 100 k rùi
"Ebanking của BIDV mình thấy thật chán, xem sao kê đc có mấy tháng còn ko truy xuất file đc còn giao diện kém....",negative,0,"ebanking của bidv mình thấy thật chán , xem sao kê được có mấy tháng còn không truy_xuất file được còn giao_diện kém ."
"Ngân hàng mà cộng trừ cũng nhầm,2 lần luôn chứ, ra ngân hàng báo mà vẫn Ko chuyển lại số tiền đã trừ nhầm ,",negative,0,"ngân_hàng mà cộng_trừ cũng nhầm , 2 lần luôn chứ , ra ngân_hàng báo mà vẫn không chuyển lại số tiền đã trừ nhầm ,"
Khó nhỉ,negative,0,khó nhỉ
"Chào bạn, tôi rất bất mãn với 1 ngân hàng ở trên Lâm đồng của các bạn nhé",negative,0,"chào bạn , tôi rất bất_mãn với 1 ngân_hàng ở trên lâm_đồng của các bạn nhé"
Ngân hàng làm ăn chán quá. Quá thất vọng. Chuyển địa điểm cũng k thông báo với khách hàng. Gọi điện lên tổng đài hỏi địa điểm thì còn phải đọc đầy đủ các thủ tục,negative,0,ngân_hàng làm_ăn chán quá . quá thất_vọng . chuyển địa_điểm cũng không thông_báo với khách_hàng . gọi điện lên tổng_đài hỏi địa_điểm thì còn phải đọc đầy_đủ các thủ_tục
Toan noi doi nhau thoi lay dc xe ve thi chac ko co dau bidv,negative,0,toan noi doi nhau thoi_lay được xe ve_thi chac không co_dau bidv
Bịdv phát triên vững mạnh hợp tác toàn diện dôi bên cùng có lợi,positive,2,bịdv phát triên vững_mạnh hợp_tác toàn_diện dôi bên cùng có lợi
"# Tetyeuthuong chúc BIDV ngày càng phát triển vững mạnh thành công! Chúc tất cả mọi người năm mới sức khỏe, vạn sự như ý!",positive,2,"tetyeuthuong chúc bidv ngày_càng phát_triển vững_mạnh thành_công !_chúc tất_cả mọi người năm mới sức_khỏe , vạn_sự như_ý !"
"Bidv là 1 ngân hàng lớn song atm thì lại quà chậm cải tiến. Tôi thật sự thấy atm của bidv quá tệ, chậm, trừ phí nhiều và ko đồng bộ. Chuyển tiền chỉ nội mạng (cùng ngân hàng bidv). Chấm điểm 3đ",negative,0,"bidv là 1 ngân_hàng lớn song_atm thì lại quà chậm cải_tiến . tôi thật_sự thấy atm của bidv quá tệ , chậm , trừ_phí nhiều và không đồng_bộ . chuyển tiền chỉ nội_mạng ( cùng ngân_hàng bidv ) . chấm điểm 3 đ"
Thanks,positive,2,cảm_ơn
Dạ vâng ạ e cảm ơn,positive,2,dạ vâng ạ e cảm_ơn
"đây,sao thách đố người dùng vậy trời:",negative,0,"đây , sao thách_đố người dùng vậy trời :"
ui ngân hàng tiện lợi quá nè,positive,2,ui ngân_hàng tiện_lợi quá nè
OK Cảm ơn Ad,positive,2,ok cảm_ơn admin
Hết tháng này xin chuyển thanh toán lương qua vietcmbanks chán ông bidv này rùi. Coi thường khách hàng,negative,0,hết tháng này xin chuyển thanh_toán lương qua vietcmbanks chán ông bidv này rùi . coi_thường khách_hàng
Pm page mà k thấy tl,negative,0,pm page mà không thấy tl
Vâng cảm ơn ad nhé,positive,2,vâng cảm_ơn admin nhé
"# tetyeuthuong Chúc BIDV 1 năm thành công, tấn tài tấn lộc Ho vọng may mắn có quà từ BIDV",positive,2,"tetyeuthuong chúc bidv 1 năm thành_công , tấn tài tấn lộc ho_vọng may_mắn có quà từ bidv"
"# Tetyeuthuong , chúc BIDV cùng toàn thể mọi người một năm mới an khang, thịnh vượng và dồi dào sức khoẻ. Bảo Anh",positive,2,"tetyeuthuong , chúc bidv cùng toàn_thể mọi người một năm mới an_khang , thịnh_vượng và dồi_dào sức_khỏe . bảo anh"
"Thông điệp mừng ""sinh nhật ""lần thứ 54 của Vietcombank là "" Vietcombank 54 năm - Chung niềm tin, vững tương lai"" Chúc Vietcombank ngày càng phát triển và thành công trong tương lai",positive,2,"thông_điệp mừng "" sinh_nhật "" lần thứ 54 của vietcombank là "" vietcombank 54 năm - chung niềm tin , vững tương_lai "" chúc vietcombank ngày_càng phát_triển và thành_công trong tương_lai"
Goi co dc dau,negative,0,goi co được dau
ngân hàng nè hay nhi :),positive,2,ngân_hàng nè hay nhi :)
Chúc mừng sự phát triển của BIDV Việt Nam!,positive,2,chúc_mừng sự phát_triển của bidv việt_nam !
Cảm ơn ah,positive,2,cảm_ơn ah
Ad nhắn tin ko bao h trả lời tệ thật,positive,2,admin nhắn_tin không bao_h trả_lời tệ thật
ad tổ chức nhiều hoạt động ý nghĩa quá nè,positive,2,admin tổ_chức nhiều hoạt_động ý_nghĩa quá nè
ra rút có 100 triệu đồng .nhân viên trả lòi ko . sao ko báo trước . đứng bên nghe mà nản toàn tập .,negative,0,ra rút có 100 triệu đồng . nhân_viên trả lòi không . sao không báo trước . đứng bên nghe mà nản toàn_tập .
"Có kinh nghiệm nhưng phải bằng đại học chính quy khá thì khó ,bằng cấp ở vnam k phản ánh làm dc việc hay ko ???đầu vào khó quá muốn ứng tuyển 6 năm làm nh cũng k dc .😑",negative,0,"có kinh_nghiệm nhưng phải bằng đại_học chính_quy khá thì khó , bằng_cấp ở việt_nam không phản_ánh làm được_việc hay không ? đầu_vào khó quá muốn ứng_tuyển 6 năm làm ngân_hàng cũng không được . : expressionless_face :"
# Tetyeuthuong Chúc toàn thể cán bộ BIDV nói chung và chúc toàn thể đại gia đình facebook nói chung 1 năm mới thật an khang và thịnh vượng.,positive,2,tetyeuthuong chúc toàn_thể cán_bộ bidv nói_chung và chúc toàn_thể đại_gia_đình facebook nói_chung 1 năm mới thật an_khang và thịnh_vượng .
Hay e là nguoi dân ko biết gì nên bì lừa ha a,negative,0,hay e là nguoi dân không biết gì nên bì lừa ha a
10 trieu thi mien di,neutral,1,10 trieu thi mien di
Qua Tuyệt voi!,positive,2,qua tuyệt_voi !
Ngân hàng bổ sung VCB vào mục chuyển tiền nhanh 24/7 của Bidv Smart Banking.  Khuyêt điểm lớn thế mà lâu ko khắc phục,negative,0,ngân_hàng bổ_sung vcb vào mục chuyển tiền nhanh_24/7 của bidv smart banking . khuyêt_điểm lớn thế mà lâu không khắc_phục
Thank ad nha,positive,2,cảm_ơn admin_nha
hotline goi chan lam,negative,0,hotline goi chan_lam
"# Tetyeuthuong chúc BIDV năm mới an khang thịnh vượng, phát tài phát lộc, đoàn kết, yêu thương, hạnh phúc, ngày càng phát triển vững mạnh",positive,2,"tetyeuthuong chúc bidv năm mới an_khang thịnh_vượng , phát_tài phát_lộc , đoàn_kết , yêu_thương , hạnh_phúc , ngày_càng phát_triển vững_mạnh"
toẹt vời ông mặt trời :),positive,2,toẹt_vời ông mặt_trời :)
"Thông điệp của VCB nhân dịp sinh nhật lần thứ 54: ""VIETCOMBANK 54 NĂM - CHUNG NIỀM TIN, VỮNG TƯƠNG LAI"". Chúc VCB ngày càng vững mạnh phát triển và đa dạng sản phẩm và chất lượng hơn nhé!",positive,2,"thông_điệp của vcb nhân_dịp sinh_nhật lần thứ 54 : "" vietcombank 54 năm - chung niềm tin , vững tương_lai "" . chúc vcb ngày_càng vững_mạnh phát_triển và đa_dạng sản_phẩm và chất_lượng hơn nhé !"
Một chiếc thẻ tiện dụng với nhiều phần quà hấp dẫn,positive,2,một chiếc thẻ tiện_dụng với nhiều phần quà hấp_dẫn
"xa quá ad ơi :(, đợi dịp khác thôi",neutral,1,"xa quá admin ơi : ( , đợi dịp khác thôi"
M da thực hiện giao dịch khác. Mong rằng sẽ trả lại tiền cho m. Cảm ơn BIDV đã trả lời,positive,2,mình da thực_hiện giao_dịch khác . mong rằng sẽ trả lại tiền cho m . cảm_ơn bidv đã trả_lời
Ngan hang an cap tien cua nguoi gui,negative,0,ngan hang an_cap tien cua nguoi gui
cám ơn b bna,positive,2,cám_ơn b bna
Chuc a chj e bidv co mot cai tet an lanh may man va ngay cang phat trien a,positive,2,chuc a_chj e_bidv co_mot cai_tet an_lanh may_man va ngay cang phat trien a
Bidv có nhiều hoạt động ý nghĩa vì cộng đồng quá,positive,2,bidv có nhiều hoạt_động ý_nghĩa vì cộng_đồng quá
"Thông điệp mừng ""sinh nhật"" lần thứ 54 của Vietcombank là "" VIETCOMBANK 54 NĂM - CHUNG NIỀM TIN, VỮNG TƯƠNG LAI "". Chúc VIETCOMBANK sinh nhật lần thứ 54 gặt hái nhiều thành công",positive,2,"thông_điệp mừng "" sinh_nhật "" lần thứ 54 của vietcombank là "" vietcombank 54 năm - chung niềm tin , vững tương_lai "" . chúc vietcombank sinh_nhật lần thứ 54 gặt_hái nhiều thành_công"
Tuyệt vời {|thông tin rất hữu ích |rất hứng thú|,positive,2,tuyệt_vời {_| thông_tin rất hữu_ích | rất hứng_thú |
Nhà mình 2 vợ Ck đang sử dụng thẻ ATM của Vietcombank và có sổ tiết kiệm gửi tại Vietcombank Rất hài lòng với các nhân viên và dịch vụ của Vietcombank Chúc Vietcombank thịnh vượng,positive,2,nhà mình 2 vợ ck đang sử_dụng thẻ_atm của vietcombank và có sổ tiết_kiệm gửi tại vietcombank rất hài_lòng với các nhân_viên và dịch_vụ của vietcombank chúc vietcombank thịnh_vượng
"Chi nhánh ít, ATM ít, thái độ phục vụ bất cần KH, không chuyên nghiệp, tổng đài hổ trợ KH gọi 10 cuộc thì kết nối được 1 cuộc.",negative,0,"chi_nhánh ít , atm ít , thái_độ phục_vụ bất_cần kh , không chuyên_nghiệp , tổng_đài hổ_trợ kh gọi 10 cuộc thì kết_nối được 1 cuộc ."
Dạ em xin chân thành cảm ơn ad.,positive,2,dạ em xin chân_thành cảm_ơn ad .
niềm tin là điều quan trọng để xây dựng nên sự thành công Chúc Vietcombank sinh nhật thật hoành tráng,positive,2,niềm tin là điều quan_trọng để xây_dựng nên sự thành_công chúc vietcombank sinh_nhật thật hoành_tráng
Bidv làm việc Ko chuyên nghiệp lãi suốt bình thường,negative,0,bidv làm_việc không chuyên_nghiệp lãi suốt bình_thường
tks kiu Anh cố vấn nhé!:D,positive,2,cảm_ơn kiu anh cố_vấn nhé ! : d
Trung cấp thì chẳng làm được gì cả,neutral,1,trung_cấp thì chẳng làm được gì cả
Cảm ơn b nhiều nh,positive,2,cảm_ơn b nhiều ngân_hàng
BIDV phát triển quá nè,positive,2,bidv phát_triển quá nè
Dạ e cảm ơn add nhiều,positive,2,dạ_e cảm_ơn admin nhiều
Anh e đừng ngu mà mở thẻ cái ngân hàng này nhé. Quá nhiều loại phí vô lý. Vãi luyên. Tẩy tray ngan hàng bidv,negative,0,anh e đừng ngu mà mở thẻ cái ngân_hàng này nhé . quá nhiều loại phí vô_lý . vãi luyên . tẩy tray ngan hàng bidv
Lâu vãi giờ mới công bố,negative,0,lâu vãi giờ mới công_bố
Ok cam on ban,positive,2,ok cam_on ban
Thái độ nhân viên kém thân thiện .,negative,0,thái_độ nhân_viên kém thân_thiện .
quá đã nè,positive,2,quá đã nè
# Tetyeuthuong chúc BIDV ngày càng thịnh vượng nha,positive,2,tetyeuthuong chúc bidv ngày_càng thịnh_vượng nha
"# Tetyeuthuong Nhân dịp năm mới xin kính chúc toàn bộ cán bộ, anh chị em nhân viên gia đình  BIDV sức khỏe dồi dào, gia đình hạnh phúc làm ăn ngày càng tăng tiến, gặp may mắn trong công việc cũng như trong cuộc sống.",positive,2,"tetyeuthuong nhân_dịp năm mới xin kính_chúc toàn_bộ cán_bộ , anh_chị_em nhân_viên gia_đình bidv sức khỏe dồi_dào , gia_đình hạnh_phúc làm_ăn ngày_càng tăng tiến , gặp may_mắn trong công_việc cũng như trong cuộc_sống ."
Giải thích cùn,negative,0,giải_thích cùn
mình gọi điện số nào cũng ko đc ad ơi,negative,0,mình gọi điện số nào cũng không được admin ơi
"VCB cho mình hỏi là mình dùng thẻ connet24h, mình ra cây đăng ký sms banking thì được báo là sđt đã được đăng ký nhưng sao có người gửi tiền vào tài khoản của mình mà mình không nhận được thông báo gì, vs lại ra cây kiểm tra cũng không thấy có là sao vậy",negative,0,"vcb cho mình hỏi là mình dùng thẻ_connet24h , mình ra cây đăng_ký sms banking thì được báo là sđt đã được đăng_ký nhưng sao có người gửi tiền vào tài_khoản của mình mà mình không nhận được thông_báo gì , vs lại ra cây kiểm_tra cũng không thấy có là sao vậy"
Cảm ơn ad ạ,positive,2,cảm_ơn admin ạ
"hiệu quả,an toàn nè",positive,2,"hiệu_quả , an_toàn nè"
"Ok ạ, e cảm ơn a",positive,2,"ok ạ , e cảm_ơn a"
Smart méo lk vs momo đc nhé. Lừa đảo mình dùng smart xong kêu nhiều tính năng lắm cuối cùng như này,negative,0,smart méo lk vs momo được nhé . lừa_đảo mình dùng smart xong kêu nhiều tính_năng lắm cuối_cùng như này
Chúc BIDV luôn phát triển hơn nữa. Cảm ơn BIDV. Bộ lịch năm nay của BIDV rất đẹp. # tetyeuthuong,positive,2,chúc bidv luôn phát_triển hơn_nữa . cảm_ơn bidv . bộ lịch năm nay của bidv rất đẹp . tetyeuthuong
Vâng. E cảm ơn ad,positive,2,vâng . e cảm_ơn admin
# Tetyeuthuong Cung chúc Tân xuân. Chúc BIDV năm mới An khang Thịnh vượng. Làm ăn Phát tài Phát lộc Lương Thị Ngọc Giàu,positive,2,tetyeuthuong cung_chúc tân_xuân . chúc bidv năm mới an_khang thịnh_vượng . làm_ăn phát_tài phát lộc lương_thị ngọc giàu
"Toi den bidv de lam thu tuc vay, cb td( tam goi la chi A) dong y voi toi va hd lam hs. Sau khi lam xong hs toi mang den nh ( luc nay chi A ko con phu trach thay vao la a B), xem hs chua day 30’ anh B noi ko cho vay dc. Vay la cung mot noi dung vay, cung hs chi khac la 2 nhan vien khac nhau. The ko la phu thuoc vao nv nh thi la j? kieu thoi tiet luc nang luc mua",negative,0,"toi den bidv de_lam thu tuc vay , cb_td ( tam_goi_la chi_a ) dong_y voi toi va hd lam_hs . sau khi lam xong hs toi mang den ngân_hàng ( luc nay chi_a không con phu_trach thay vao_la a_b ) , xem hs chua_day 30 ’ anh b noi không cho vay dc . vay la_cung mot noi_dung vay , cung_hs chi khac_la 2 nhan_vien khac nhau . the không la_phu thuoc vao nv ngân_hàng thi_la j ? kieu thoi tiet luc_nang luc mua"
Sao toi goi kd a,negative,0,sao toi goi kd a
Cam on a nhiu,positive,2,cam on a nhiu
Gửi tiền ngay cả chủ thẻ ở các chi nhánh khác đều mất tiến hết. Vietinbank không mất gì hết,negative,0,gửi tiền ngay cả chủ thẻ ở các chi_nhánh khác đều mất tiến hết . vietinbank không mất gì hết
# Tetyeuthuong chúc BIDV ngày càng lớn mạnh!,positive,2,tetyeuthuong chúc bidv ngày_càng lớn_mạnh !
"Chúc VIETCOMBANK ngày càng phát triển, tạo niềm tin đối với khách hàng và vững bước trong tương lai",positive,2,"chúc vietcombank ngày_càng phát_triển , tạo niềm tin đối_với khách_hàng và vững bước trong tương_lai"
Tuyệt vời ! Chuyển tiền Bidv rất cạnh tranh và nhanh gọn,positive,2,tuyệt_vời ! chuyển tiền bidv rất cạnh_tranh và nhanh gọn
"# Tetyeuthuong Chúc đại gia đình BIDV đón 1 năm mới vui khỏe, an khang và như ý!",positive,2,"tetyeuthuong chúc đại_gia_đình bidv đón 1 năm mới vui_khỏe , an_khang và như_ý !"
"Đề nghỉ admin liên hệ đội ngũ quản trị website để nâng cấp server, đang cần giao dịch gấp mà website cứ load không được, gửi nửa tiếng chưa xong :(",negative,0,"đề nghỉ admin liên_hệ đội_ngũ quản_trị website để nâng_cấp server , đang cần giao_dịch gấp mà website cứ load không được , gửi nửa tiếng chưa xong : ("
# Tetyeuthuong chúc cán bộ nhân viên BIDV năm mới gặp  nhiêu may mắn thành cong nhe. Phát triển vương xa,positive,2,tetyeuthuong chúc cán_bộ nhân_viên bidv năm mới gặp nhiêu may_mắn thành cong_nhe . phát_triển vương_xa
Cảm ơn sự tư vấn hỗ trợ của các bạn nha.Mình vừa làm lại rui,positive,2,cảm_ơn sự tư_vấn hỗ_trợ của các bạn nha . mình vừa làm lại rui
Nhìn hoành tráng quá. Nói chung là mình vẫn luôn thích BIDV<3,positive,2,nhìn hoành_tráng quá . nói_chung là mình vẫn luôn thích bidv <3
Thích cái QR code,positive,2,thích cái qr code
mở thẻ thì ưu đãi. luc sau thi luộc kh bang phí và lệ phí,negative,0,mở thẻ thì ưu_đãi . luc sau thi luộc kh bang_phí và lệ_phí
# Tetyeuthuong Don nam moi don them thanh cong nghen BIDV uih! Happy new year to all!,positive,2,tetyeuthuong don nam moi don them_thanh cong nghen bidv uih ! happy new year to_all !
"̉#Tetyeuthuong Chúc tết an lành . Chúc toàn thể các cán bộ, anh chị em BIDV có một cái tết sum vầy, đầm ấm bên gia đình thân yêu, gặp nhiều may mắn trong năm mới.",positive,2,"̉ tetyeuthuong chúc tết an_lành . chúc toàn_thể các cán_bộ , anh_chị_em bidv có một cái tết sum_vầy , đầm_ấm bên gia_đình thân_yêu , gặp nhiều may_mắn trong năm mới ."
"Dịch vụ quá chán, tớ dùng thẻ visa Flexi không hiểu sao có lệnh trừ tiền 1500d, giao dịch viên chịu, gọi tổng đài không rõ , tớ hủy thẻ luôn :((",negative,0,"dịch_vụ quá chán , tớ dùng thẻ visa flexi không hiểu sao có lệnh trừ tiền 1500 d , giao_dịch_viên chịu , gọi tổng_đài không rõ , tớ hủy thẻ luôn : ( ("
# Tetyeuthuong sang năm mới chúc BIDV có được thêm nhiều thành công !,positive,2,tetyeuthuong sang_năm mới chúc bidv có được thêm nhiều thành_công !
Cứ đưa lên thấy lãi suất hấp dẫn nhưng khi đến chi nhánh lúc nào lãi suất cũng cao hơn chứ ko đc đến lượt mình.,negative,0,cứ đưa lên thấy lãi_suất hấp_dẫn nhưng khi đến chi_nhánh lúc_nào lãi_suất cũng cao hơn chứ không được đến lượt mình .
# Tetyeuthuong mong được nhận lì xì quá BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam một năm thành công phát triển mạnh . Dương Thùy Anh Hoang Meo Con Phạm Thùy Trang Hoàng Oanh,positive,2,tetyeuthuong mong được nhận lì_xì quá bidv - ngân_hàng tmcp đầu_tư & phát_triển việt_nam một năm thành_công phát_triển mạnh . dương_thùy anh hoang_meo con_phạm thùy_trang_hoàng oanh
:) đây k phải là ý tưởng của riêng ai cả..mà phải nói rất vui khi chúng ta cùng chung ý tưởng. Cảm ơn BIDV đã gửi đến cộng đồng 1 chương trình ý nghĩa. <3,positive,2,:) đây không phải là ý_tưởng của riêng ai cả . mà phải nói rất vui khi chúng_ta cùng chung ý_tưởng . cảm_ơn bidv đã gửi đến cộng_đồng 1 chương_trình ý_nghĩa . <3
"Bidv chăm sóc kh chán k chuyên nghiệp,k nhiệt tình phục vụ kh",positive,2,"bidv chăm_sóc kh_chán không chuyên_nghiệp , k nhiệt_tình phục_vụ kh"
"Ngân hàng vì khách hàng, nhiệt tình, nhanh gọn, lãi suất quá tốt cho những ngừoi làm kinh doanh",positive,2,"ngân_hàng vì khách_hàng , nhiệt_tình , nhanh gọn , lãi_suất quá tốt cho những ngừoi làm kinh_doanh"
CHUC TAP DOAN BIDV VUON XA HON,positive,2,chuc tap doan bidv vuon xa_hon
E thấy mình ko dc gặp giám đốc chi nhánh để giải quyết vê viêc này là như nào vay .hay e là ngươi dân nên ko dc găp,negative,0,e thấy mình không được gặp giám_đốc chi_nhánh để giải_quyết vê viêc này là như nào vay . hay e là ngươi dân nên không được găp
Phía trên ad nói chương trình đén 21/8. Phía dưới lại nói đén 9/7 là hết ??? Đọc chương trình theo link cũng không rõ ràng và đá nhau. Bó tay,negative,0,phía trên admin nói chương_trình đén 21/8 . phía dưới lại nói đén_9/7 là hết ? đọc chương_trình theo link cũng không rõ_ràng và đá nhau . bó_tay
"Hihi, ad viet dai va khó hiểu,",negative,0,"hihi , admin viet dai_va khó hiểu ,"
tet yeu thuong chuc cac Thanh VIEN Cong nhan VIEN BiDV mot nam moi an lanh.,positive,2,tet yeu thuong chuc cac thanh_vien cong nhan_vien bidv mot nam moi an_lanh .
bidv tuyệt vời,positive,2,bidv tuyệt_vời
tôi sẽ tẩy chay vietcombank hỗ trợ khách hàng thì thái độ này nọ uổng công tôi gắn bó mấy năm nay,negative,0,tôi sẽ tẩy_chay vietcombank hỗ_trợ khách_hàng thì thái_độ này nọ uổng_công tôi gắn_bó mấy năm nay
"# Tetyeuthuong Chúc BIDV ngày càng phát triển, chúc mọi người có một cái Tết an lành!",positive,2,"tetyeuthuong chúc bidv ngày_càng phát_triển , chúc mọi người có một cái tết an_lành !"
#Tetyeuthuong Kính chúc tập thể BIDV 1 năm mới dồi dào sức khoe a💓💓💓,positive,2,tetyeuthuong kính_chúc tập_thể bidv 1 năm mới dồi_dào sức khoe_a : beating_heart : : beating_heart : : beating_heart :
Giải có tí vậy mà cũng lừa nhau ah,negative,0,giải có tí vậy_mà cũng lừa nhau ah
#tetyeuthuong Năm mới chúc #BIDV Ngày càng phát triển và mở rộng hơn nữa nhé. Gia Bảo Nhan Vũ Thị Khương Thân Nam Thân tham gia nhé,positive,2,tetyeuthuong năm mới chúc bidv ngày_càng phát_triển và mở_rộng hơn_nữa nhé . gia_bảo nhan_vũ_thị khương_thân nam_thân tham_gia nhé
"Mình thấy vô lý nhất ở chổ chuyển tiền qua lại dùng Internet banking mà vẫn mất fee Ví dụ cứ mỗi lần chuyển là mất 3k3 như vậy ví dụ 2 người có 2 tài khoản chuyển qua lại mua hàng vs nhau 1 ngày 10 lần mỗi bên ngân hàng sẽ có dc 66k trong khi đó số tiề n chuyển như nhau vậy suy ra dân mất tiền fee mà trong khi đó nh đã thu fee internet banking mỗi tháng rồi. Suy ra mình sử dụng vcb là mình toàn bị lỗ, ngân hàng ngồi không cũng có tiềnSuy ra VCB ăn cướp trắng trợn của nhân dân rồi",negative,0,"mình thấy vô_lý nhất ở chổ chuyển tiền qua_lại dùng internet banking mà vẫn mất fee ví_dụ cứ mỗi lần chuyển là mất 3 k3 như_vậy ví_dụ 2 người có 2 tài_khoản chuyển qua_lại mua hàng vs nhau 1 ngày 10 lần mỗi bên ngân_hàng sẽ có được 66 k trong khi đó số tiề n_chuyển như nhau vậy suy ra dân mất tiền fee mà trong khi đó ngân_hàng đã thu fee internet banking mỗi tháng rồi . suy ra mình sử_dụng vcb là mình toàn bị lỗ , ngân_hàng ngồi không cũng có tiềnsuy ra vcb ăn cướp trắng_trợn của nhân_dân rồi"
"Trinh Tien 9 xác, lần nào rút cũng bực cả mình, đứng rút 2,3 lần thì ngừoi sau vừa chờ cả đống vừa nhìn mình như thú hoang.trong khi Vietcombank trước sài rút phạch cái là 10tr, hận công ty bắt sài BiDV dễ sợ, đang kiến nghị thay đổi ( mình ở BiDV Vũng Tàu), có 1000 đồng mà cũng ráng kiếm cách thu lợi nữa, hay thiệt, bái phục.",negative,0,"trinh_tien 9 xác , lần nào rút cũng bực_cả mình , đứng rút 2,3 lần thì ngừoi sau vừa chờ cả đống vừa nhìn mình như thú_hoang.trong khi vietcombank trước sài rút phạch cái là 10 tr , hận công_ty bắt sài_bidv dễ sợ , đang kiến_nghị thay_đổi ( mình ở bidv vũng tàu ) , có 1000 đồng mà cũng ráng kiếm cách thu lợi nữa , hay thiệt , bái_phục ."
"# Tetyeuthuong Chúc BIDV năm mới thắng lợi mới, chúc cả nhà thật nhiều niềm vui và vạn sự như ý.",positive,2,"tetyeuthuong chúc bidv năm mới thắng_lợi mới , chúc cả nhà thật nhiều niềm vui và vạn_sự như_ý ."
"Quay số mở thưởng chả bao giờ thấy báo với khách hàng kết quả quay số. Hay ít ra cung nhắn cho quả tin. ""BIDV Rất tiếc vì bạn chưa trúng thưởng lần quay số ngày.... BIDV mong rằng bạn sẽ may mắn ở lần sau"" như thế khách hàng còn đỡ hoang mang.",negative,0,"quay số mở thưởng chả bao_giờ thấy báo với khách_hàng kết_quả quay số . hay ít_ra cung_nhắn cho quả tin . "" bidv rất tiếc vì bạn chưa trúng thưởng lần quay số ngày . bidv mong rằng bạn sẽ may_mắn ở lần sau "" như_thế khách_hàng còn đỡ hoang_mang ."
