text,sentiment,label,text_clean
Ngân hàng chấp nhận việc thanh toán qua thẻ tín dụng không?,neutral,1,ngân_hàng chấp_nhận việc thanh_toán qua thẻ_tín_dụng không ?
Hi Vietcombank! Chúc một ngày tốt lành,positive,2,hi_vietcombank !_chúc một ngày tốt_lành
Ok thank b nha,positive,2,ok cảm_ơn b nha
Troi đăng cho vui hoi chưa chắc trả lời?,negative,0,troi đăng cho vui_hoi chưa chắc trả_lời ?
Tôi muốn hỏi ngân hàng của mình mở cửa từ mấy giờ đến mấy giờ được không?,neutral,1,tôi muốn hỏi ngân_hàng của mình mở_cửa từ mấy giờ đến mấy giờ được không ?
Dịch vụ tiện dụng quá!,positive,2,dịch_vụ tiện_dụng quá !
Thank anh,positive,2,cảm_ơn anh
Chương trình hấp dẫn quâ,positive,2,chương_trình hấp_dẫn quâ
"Vietcombank luôn tạo cảm giác hách dịch và kiêu ngạo, luôn đứng trong quầy, khó hỏi, khó gọi. Hiếm nơi có nhân viên ngoài quầy hướng dẫn xem làm gì. Duy nhất chỉ có Ngô Quyền là có các bác bảo vệ nhiệt tình chỉ dẫn người tới phải làm gì, gặp ai.",negative,0,"vietcombank luôn tạo cảm_giác hách_dịch và kiêu_ngạo , luôn đứng trong quầy , khó hỏi , khó gọi . hiếm nơi có nhân_viên ngoài quầy hướng_dẫn xem làm gì . duy_nhất chỉ có ngô quyền là có các bác bảo_vệ nhiệt_tình chỉ_dẫn người tới phải làm gì , gặp ai ."
Qua Tuyệt voi! qua Hay!,positive,2,qua tuyệt_voi ! qua hay !
Có lý do tại sao các ngân hàng không nên giao dịch qua Facebook hoặc các ứng dụng liên lạc khác là vì bảo mật thông tin khách hàng có thể không được đảm bảo và có thể bị xâm phạm.,neutral,1,có lý_do tại_sao các ngân_hàng_không nên giao_dịch qua facebook hoặc các ứng_dụng liên_lạc khác là vì bảo_mật thông_tin khách_hàng có_thể không được đảm_bảo và có_thể bị xâm_phạm .
Mình mất cái thẻ ATM đợt làm trong tp HCM. Ra Hải Phòng làm lại hẹn 1 tuần đến h cả năm chả thấy thông báo là có làm lại đc k. :)).,negative,0,mình mất cái thẻ atm đợt làm trong tp hcm . ra hải_phòng làm lại hẹn 1 tuần đến h cả năm chả thấy thông_báo là có làm lại được k . :)) .
"Lãi suất 7% có vẻ cao trong bối cảnh kinh tế hiện tại.

Hoặc

Tình hình kinh tế hiện nay có vẻ chưa đáp ứng đủ với lãi suất 7% này.

Hoặc

Lãi suất 7% liệu có phù hợp với tình hình kinh tế mới nhất không?",neutral,1,lãi_suất 7 % có_vẻ cao trong bối_cảnh kinh_tế hiện_tại . hoặc tình_hình kinh_tế hiện_nay có_vẻ chưa đáp_ứng đủ với lãi_suất 7 % này . hoặc lãi_suất 7 % liệu có phù_hợp với tình_hình kinh_tế mới nhất không ?
"Vì không có điều kiện để ra điểm giao dịch nên mình đành liên hệ qua điện thoại, nhưng gọi rất nhiều lần mà không gặp đc tvv. Cho hỏi khi gọi tổng đài thì nhấn chọn nhánh nào để gặp được tư vấn viên đăng ký dịch vụ sspay vậy?",negative,0,"vì không có điều_kiện để ra điểm giao_dịch nên mình đành liên_hệ qua điện_thoại , nhưng gọi rất nhiều lần mà không gặp được tvv . cho hỏi khi gọi tổng_đài thì nhấn chọn nhánh nào để gặp được tư_vấn_viên đăng_ký dịch_vụ sspay vậy ?"
Mình gọi tổng đài 19009247 để đăng ký mà không nối máy đc với nhân viên hỗ trợ,negative,0,mình gọi tổng_đài 19009247 để đăng_ký mà không nối máy được với nhân_viên hỗ_trợ
"# Tetyeuthuong Chúc toàn thể cán bộ,anh chị em BIDV có một cái tết sum vầy,đầm ấm bên gia đình cùng người thân, hạnh phúc, vui vẻ.",positive,2,"tetyeuthuong chúc toàn_thể cán_bộ , anh_chị_em bidv có một cái tết sum_vầy , đầm_ấm bên gia_đình cùng người_thân , hạnh_phúc , vui_vẻ ."
Tôi muốn hỏi xem ngân hàng có cung cấp dịch vụ chuyển tiền trong nước qua hệ thống giao dịch Trung Giang hay không?,neutral,1,tôi muốn hỏi xem ngân_hàng có cung_cấp dịch_vụ chuyển tiền trong nước qua hệ_thống giao_dịch trung_giang hay không ?
"Sản phẩm cho vay nhu cầu nhà ở của BIDV rất phù hợp nhu cầu của CBCNV hiện nay, thủ tục vay nhanh gọn, CB phục vụ nhiệt tình.",positive,2,"sản_phẩm cho vay nhu_cầu nhà ở của bidv rất phù_hợp nhu_cầu của cbcnv hiện_nay , thủ_tục vay nhanh gọn , cb phục_vụ nhiệt_tình ."
chương trình rất ý nghĩa,positive,2,chương_trình rất ý_nghĩa
chắc Agribank với BIDV liên kết để kiếm tiền của khách hàng :v,negative,0,chắc agribank với bidv liên_kết để kiếm tiền của khách_hàng : v
Cảm ơn ban,positive,2,cảm_ơn ban
Khách hàng có thể yêu cầu sao kê chi tiêu trong thời gian bao lâu được bạn cho biết không?,neutral,1,khách_hàng có_thể yêu_cầu sao kê chi_tiêu trong thời_gian bao_lâu được bạn cho biết không ?
"Vừa smartbidv, vừa bidv online mà lại k dùng chung 1 tài khoản đăng nhập, rắc rối!",negative,0,"vừa smartbidv , vừa bidv_online mà_lại không dùng chung 1 tài_khoản đăng_nhập , rắc_rối !"
"Vietcombank luôn là một ngân hàng đáng tin cậy, bền vững và phát triển.",positive,2,"vietcombank luôn là một ngân_hàng đáng tin_cậy , bền_vững và phát_triển ."
Có thể viết stt trong cách ngắn gọn và dễ hiểu hơn được không?,neutral,1,có_thể viết stt trong cách ngắn_gọn và dễ hiểu hơn được không ?
Quá tuyệt {|thông tin rất hữu ích |rất hứng thú|,positive,2,quá tuyệt_{ | thông_tin rất hữu_ích | rất hứng_thú |
Tháng nào cũng trừ tiền mà đổi sdt đến mấy tháng vẫn ko đổi cho. Hic. Nản,negative,0,tháng nào cũng trừ tiền mà đổi số điện_thoại đến mấy tháng vẫn không đổi cho . hic . nản
"Tôi thấy mức độ sẵn sàng về tài chính để mở thẻ tín dụng của HSBC thấp hơn mức của VCB. Mối quan trọng trong vấn đề này có liên quan đến việc giới hạn tài sản.

Hay như câu trả lời đơn giản hơn:

HSBC có yêu cầu tài chính thấp hơn so với VCB.",neutral,1,tôi thấy mức_độ sẵn_sàng về tài_chính để mở thẻ_tín_dụng của hsbc thấp hơn mức của vcb . mối quan_trọng trong vấn_đề này có liên_quan đến việc giới_hạn tài_sản . hay như câu trả_lời đơn_giản hơn : hsbc có yêu_cầu tài_chính thấp hơn so với vcb .
# Tetyeuthuong Chúc BIDV một năm mới phát triển và thịnh vượng và ngày càng thành công,positive,2,tetyeuthuong chúc bidv một năm mới phát_triển và thịnh_vượng và ngày_càng thành_công
Tao lao ..het mo the ghi no gio....,negative,0,tao lao . het_mo the ghi no_gio .
"Oke,cam on BIDV nhe.",positive,2,"oke , cam_on bidv nhe ."
"Hệ thống coi lại làm ăn sao chứ báo giao dịch ko thành công mà vẫn trừ tiền của người ta, gọi lên thì bảo chờ giải quyết, người ta chuyển tiền hàng mà bảo chờ là chờ sao? hệ thống lỗi thì giải  quyết nhanh trong 24h cho người ta chứ tiền phải lá mít lá đa đâu bảo lỗi thực hiện lại giao dịch thế tiền trừ của người ta rồi giờ chuyển lại thì tiền đâu ra chuyển? ra nhặt lá mít vào ngân hàng nộp chuyển được không?Bảo chờ 1 đến 7 ngày bố ai mà chờ cho đc? đã 2 ngày rồi hqua thì thông cảm nghỉ lễ, hôm nay vẫn chưa hoàn cho người ta làm ăn hệ thống chậm trễ tiền bạc người ta như thế mà coi được à?",negative,0,"hệ_thống coi lại làm_ăn sao chứ báo giao_dịch không thành_công mà vẫn trừ tiền của người ta , gọi lên thì bảo chờ giải_quyết , người ta chuyển tiền hàng mà bảo chờ là chờ sao ? hệ_thống lỗi thì giải_quyết nhanh trong 24 h cho người ta chứ tiền phải lá mít lá đa đâu bảo lỗi thực_hiện lại giao_dịch thế tiền_trừ của người ta rồi giờ chuyển lại thì tiền đâu ra chuyển ? ra nhặt lá mít vào ngân_hàng nộp chuyển được không ? bảo chờ 1 đến 7 ngày bố ai mà chờ cho đc ? đã 2 ngày rồi hqua thì thông_cảm nghỉ lễ , hôm_nay vẫn chưa hoàn cho người ta làm_ăn hệ_thống chậm_trễ tiền_bạc người ta như_thế mà coi được à ?"
:v đã làm và tốn hết 55k. Có điều mình có gửi tiết kiệm tại Bidv thì mình nên dc làm thẻ ATM free chứ sao lại tính phí :3,negative,0,: v đã làm và tốn hết 55 k . có_điều mình có gửi tiết_kiệm tại bidv thì mình nên được làm thẻ atm_free chứ sao lại tính phí : 3
Các ứng dụng BIDV trên iOS thường xuyên bị thoát ra bất ngờ khi tôi mở chúng lên.,neutral,1,các ứng_dụng bidv trên ios thường_xuyên bị thoát ra bất_ngờ khi tôi mở chúng lên .
Ok cam on,positive,2,ok cam_on
"Thanks ad rất nhiều, ad check inbox ạ",positive,2,"cảm_ơn admin rất nhiều , admin check inbox ạ"
Đứng đầu mà lên vay tiền thái độ như cc,negative,0,đứng đầu mà lên vay tiền thái_độ như cc
Chuc a chj e bidv co mot cai tet an lanh may man va ngay cang phat trien a,positive,2,chuc a_chj e_bidv co_mot cai_tet an_lanh may_man va ngay cang phat trien a
tai sao dich vu smart bidv.buoi toi luc nao cung bao tri la sao vay troi oi .la ong troi,negative,0,tai sao dich vu_smart bidv.buoi toi luc nao cung_bao tri_la sao vay troi_oi . la_ong troi
# Tetyeuthuong Chuc BIDV năm mới ngay cang vung manh,positive,2,tetyeuthuong chuc bidv năm mới ngay cang vung_manh
Mà trả có ai nghe,negative,0,mà trả có ai nghe
"Chúc Vietcombank luôn phát triển, thịnh vượng.",positive,2,"chúc vietcombank luôn phát_triển , thịnh_vượng ."
Ồ yê. Năm mới tiếp tục ủng hộ hết mình,positive,2,ồ yê . năm mới tiếp_tục ủng_hộ hết_mình
Sau sac!,positive,2,sau sac !
100k khuyến mãi cũng lừa nhau,negative,0,100 k khuyến_mãi cũng lừa nhau
Chúc BIDV phát triển vững mạnh và ngày càng vươn xa !,positive,2,chúc bidv phát_triển vững_mạnh và ngày_càng vươn xa !
Vay can the chap rat kho cho nguoi dan k co tai san gia tri.,negative,0,vay can_the chap rat kho cho nguoi dan không co_tai san_gia_tri .
thích các dịch vụ bên BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam,positive,2,thích các dịch_vụ bên bidv - ngân_hàng tmcp đầu_tư & phát_triển việt_nam
Ghét nhất là kiểu làm ăn sai hẹn. 😊,negative,0,ghét nhất là kiểu làm_ăn sai hẹn . : smiling_face_with_smiling_eyes :
# tết yêu thương cùng BIDV chúc các bộ nhân viên làm ăn phát đạt và gặt hái thành công trong năm đinh dậu,positive,2,tết yêu_thương cùng bidv_chúc các bộ nhân_viên làm_ăn phát_đạt và gặt_hái thành_công trong năm đinh_dậu
"E là sinh viên, hồi tháng 8 e đươcj Ngân hàng mình mở thẻ miễn phí, thời hạn trả thẻ là  11/9-30/9 nhưng sao trong thời gian ấy e đến địa điểm đã hen để lấy lại ko thấy ạ ?",negative,0,"e là sinh_viên , hồi tháng 8 e_đươcj ngân_hàng mình mở thẻ miễn_phí , thời_hạn trả thẻ là 11/9 - 30/9 nhưng sao trong thời_gian ấy e đến địa_điểm đã hen để lấy lại không thấy ạ ?"
Vcb dịch vụ tốt nhưng làm thẻ lâu kinh điển,neutral,1,vcb dịch_vụ tốt nhưng làm thẻ lâu kinh_điển
"# Tetyeuthuong Chúc toàn thể các anh chị em BIDV năm mới vui vẻ, hạnh phúc và gặp nhiều may mắn.",positive,2,"tetyeuthuong chúc toàn_thể các anh_chị_em bidv năm mới vui_vẻ , hạnh_phúc và gặp nhiều may_mắn ."
Chính sách ngu dân là đây.,negative,0,chính_sách ngu_dân là đây .
Giao dich phòng cá nhân luôn có câu đợi  .,negative,0,giao dich phòng cá_nhân luôn có câu đợi .
"Ngân hàng gì mà giao dịch chậm quá mặc dù chỉ có 5 người đến trước tôi!!. BIDV Trung Chánh ngồi 45p mới đóng tiền được, trong khi các NH khác chỉ cần 5-10p. Cần xem lại cách giao dịch, mỗi lần ra là ngồi chờ ít nhất 30p! Ko lẽ định tranh giải ngân hàng RÙA THẾ KỈ sao?",negative,0,"ngân_hàng gì mà giao_dịch chậm quá mặc_dù chỉ có 5 người đến trước tôi ! . bidv trung_chánh ngồi 45 p mới đóng tiền được , trong khi các ngân_hàng khác chỉ cần 5-10_p . cần xem_lại cách giao_dịch , mỗi lần ra là ngồi chờ ít_nhất 30 p ! không lẽ_định tranh giải_ngân_hàng rùa thế_kỉ sao ?"
"K biet bidv the nao ? Nhung khi sát nhap mhb, minh biet co ng trinh do k co, an o nha xong học lop tu xa, t 7, chu nhat, sau 4 nam co bang gio lam ngan hang, cung mang danh bidv thiet thay nh cai Mac cuoi",negative,0,"không biet bidv the nao ?_nhung khi sát nhap mhb , minh_biet co ng_trinh do không co , an_o nha xong học lop_tu xa , t 7 , chu_nhat , sau 4 nam co_bang gio_lam ngan hang , cung mang danh bidv thiet thay ngân_hàng cai_mac cuoi"
"# Tetyeuthuong chuc BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam cùng mọi người năm mới an khang thịnh vượng, phát tài, phát lộc, nhiều may mắn !!!",positive,2,"tetyeuthuong chuc bidv - ngân_hàng tmcp đầu_tư & phát_triển việt_nam cùng mọi người năm mới an_khang thịnh_vượng , phát_tài , phát_lộc , nhiều may_mắn !"
OK. Cảm ơn bạn,positive,2,ok . cảm_ơn bạn
# Tetyeuthuong . Chúc BDIV ngày càng phát triển,positive,2,tetyeuthuong . chúc bdiv ngày_càng phát_triển
"Vấn đề bảo mật thẻ chưa giải quyết thỏa đáng cho khách hàng rồi hứa hẹn sẽ bàn giao cho công an điều tra cũng như gởi văn bản cho tôi đến nay là 15 ngày kể từ ngày tôi nhận thông tin từ ngân hàng,  và gần 2 tháng từ ngày tôi mất tiền,  vẫn phản hồi một cách rất mập mờ",negative,0,"vấn_đề bảo_mật thẻ chưa giải_quyết thỏa đáng cho khách_hàng rồi hứa_hẹn sẽ bàn_giao cho công_an điều_tra cũng như gởi văn_bản cho tôi đến nay là 15 ngày kể từ ngày tôi nhận thông_tin từ ngân_hàng , và gần 2 tháng từ ngày tôi mất tiền , vẫn phản_hồi một_cách rất mập_mờ"
Vâng cảm ơn ad nhé,positive,2,vâng cảm_ơn admin nhé
Cả một ngân hàng lớn trả tiền cho nhân viên chăm sóc khách hàng ngồi chơi .nên sa thai đi,negative,0,cả một ngân_hàng lớn trả tiền cho nhân_viên chăm_sóc khách_hàng ngồi chơi . nên sa_thai đi
Cam on ad,positive,2,cam on admin
mua 2 cái thẻ viettel 200k mã thẻ và seri 15 số.gọi tổng đài bận từ trưa gọi đéo đc cay,negative,0,mua 2 cái thẻ viettel 200 k_mã thẻ và seri 15 số . gọi tổng_đài bận từ trưa gọi đéo được cay
Photo giay tờ rồi mà gọi lại ko dc,negative,0,photo giay tờ rồi mà gọi lại không được
Dịch vụ của BIVD tiện ích vô cùng luôn,positive,2,dịch_vụ của bivd tiện_ích vô_cùng luôn
"#Tetyeuthuong Kính chúc tập thể BIDV 1 năm mới dồi dào sức khỏe, trẻ đẹp tươi xinh và lung linh hơn tất cả các bạn khác trong lĩnh vực ngân hàng ạ.💓💓💓",positive,2,"tetyeuthuong kính_chúc tập_thể bidv 1 năm mới dồi_dào sức_khỏe , trẻ đẹp tươi_xinh và lung_linh hơn tất_cả các bạn khác trong lĩnh_vực ngân_hàng ạ . : beating_heart : : beating_heart : : beating_heart :"
"Chán ARB,chuyển VCB dùng cũng được mà hôm nọ ức chế vãi ra,rút tiền ATM hết tiền mà vẫn khớp lệnh trừ tiền tài khoản,gặp nhân viên thì một người bảo: Đúng quy trình phải 15 ngày mới nhận lại được tiền,nhân viên ở cạnh bên thì bảo 30 ngày,chị  nhân viên khác đi tới bảo đúng quy trình phải 45 ngày.sau 40 ngày cũng nhận được tiền.Nhưng mà vẫn ức chế méo gì mà một vấn đề mà lắm ""quy trình"" thế ko biết,hay tại nhân viên chưa học kĩ",negative,0,"chán arb , chuyển vcb dùng cũng được mà hôm nọ ức_chế vãi ra , rút_tiền atm hết tiền mà vẫn khớp_lệnh trừ tiền tài_khoản , gặp nhân_viên thì một người bảo : đúng quy_trình phải 15 ngày mới nhận lại được tiền , nhân_viên ở cạnh bên thì bảo 30 ngày , chị nhân_viên khác đi tới bảo đúng quy_trình phải 45 ngày . sau 40 ngày cũng nhận được tiền . nhưng_mà vẫn ức_chế_méo gì mà một vấn_đề mà lắm "" quy_trình "" thế không biết , hay tại nhân_viên chưa học_kĩ"
Tự hào về Bidv quá. I love Bidv.,positive,2,tự_hào về bidv quá . i love bidv .
Bidv luôn là ngân hàng mà tôi tin tưởng nhất,positive,2,bidv luôn là ngân_hàng mà tôi tin_tưởng nhất
Clip của BIDV rất hay và ý nghĩa! Hãy trân trọng cuộc sống và những người quanh ta!,positive,2,clip của bidv rất hay và ý_nghĩa ! hãy trân_trọng cuộc_sống và những người quanh ta !
"# tetyeuthuong chúc BIDV ngày càng phát triển hơn nữa, đến với mọi vùng miền trên tổ quốc... Chúc mừng năm mới",positive,2,"tetyeuthuong chúc bidv ngày_càng phát_triển hơn_nữa , đến với mọi vùng_miền trên tổ_quốc . chúc_mừng năm mới"
"Tôi hơi bận tại địa điểm này, vậy chúng ta đợi lúc khác để tiếp xúc được hay không?",neutral,1,"tôi hơi bận tại địa_điểm này , vậy chúng_ta đợi lúc khác để tiếp_xúc được hay không ?"
Cảm ơn nhiu a!,positive,2,cảm_ơn nhiu_a !
#Tetyeuthuong chúc BIDV năm mới ngày càng phát triển và nhận được nhiều hơn nữa niềm tin yêu của khách hàng nha! :),positive,2,tetyeuthuong chúc bidv năm mới ngày_càng phát_triển và nhận được nhiều hơn_nữa niềm tin_yêu của khách_hàng nha ! :)
Dm ngan hang gi di sao ke luong 12thang  la 9to no lay phi 90k. Vi chi 1to 10k. Di an cuop me cho roi,negative,0,dm ngan hang gi di_sao ke luong 12 thang la 9 to_no lay_phi 90 k . vi_chi 1 to 10 k . di_an cuop_me cho roi
HPBD BIDV 😍😍😍,positive,2,hpbd bidv : smiling_face_with_heart-eyes : : smiling_face_with_heart-eyes : : smiling_face_with_heart-eyes :
"Tuyệt vời, phát hành ngay thẻ trả trước và thẻ tín dụng quốc tế BIDV MU thôi 😎",positive,2,"tuyệt_vời , phát_hành ngay thẻ trả trước và thẻ_tín_dụng quốc_tế bidv mu thôi : smiling_face_with_sunglasses :"
toẹt vời ông mặt trời :),positive,2,toẹt_vời ông mặt_trời :)
Chúc BIDV ngày càng phát triển trên mọi phương diện!,positive,2,chúc bidv ngày_càng phát_triển trên mọi phương_diện !
"Trời đang nắng bỗng mưa đổ xuống, Giá nhà mình có chiếc xe hơi. Thì chẳng sợ ông trời đang nắng lại mưa. Đang mơ mộng lang thang facebook,Bỗng giật mình bắt gặp tin hay,Vay mua xe lãi bình thường nhé,Chỉ có từ 7,8% và hơn nữa lại tặng thêm bảo hiểm.Còn chần chừ gì ông xã nhỉ,Liên hệ liền với BIDV thôi.",positive,2,"trời đang nắng bỗng mưa đổ xuống , giá nhà mình có chiếc xe_hơi . thì chẳng sợ ông trời đang nắng lại mưa . đang mơ_mộng lang_thang facebook , bỗng giật_mình bắt_gặp tin hay , vay mua xe lãi bình_thường nhé , chỉ có từ 7,8 % và hơn_nữa lại tặng thêm bảo_hiểm . còn chần_chừ gì ông xã nhỉ , liên_hệ liền với bidv thôi ."
"#Tetyeuthuong Chúc BIDV và tất cả quý vị khách hàng một năm mới an khang thịnh vượng, đầm ấm sum vầy🌸🌸🌸",positive,2,"tetyeuthuong chúc bidv và tất_cả quý_vị khách_hàng một năm mới an_khang thịnh_vượng , đầm_ấm sum_vầy : cherry_blossom : : cherry_blossom : : cherry_blossom :"
Các quy định hiện hành.,neutral,1,các quy_định hiện_hành .
:) đây k phải là ý tưởng của riêng ai cả..mà phải nói rất vui khi chúng ta cùng chung ý tưởng. Cảm ơn BIDV đã gửi đến cộng đồng 1 chương trình ý nghĩa. <3,positive,2,:) đây không phải là ý_tưởng của riêng ai cả . mà phải nói rất vui khi chúng_ta cùng chung ý_tưởng . cảm_ơn bidv đã gửi đến cộng_đồng 1 chương_trình ý_nghĩa . <3
"Bạn nên làm thẻ credit, đừng làm debit. Mình dùng thẻ debit của vcb, tết vừa rồi bị hack mất 28 triệu trong tài khoản mà đến giờ vcb đã giải quyết cho mình đâu. Bực mình!",negative,0,"bạn nên làm thẻ_credit , đừng làm debit . mình dùng thẻ debit của vcb , tết vừa_rồi bị hack mất 28 triệu trong tài_khoản mà đến giờ vcb đã giải_quyết cho mình đâu . bực_mình !"
Cảm ơn ad,positive,2,cảm_ơn admin
Mình ra hỏi mấy lần mà bên ngân hàng cứ khất lần!hic.hơi buồn với dịch vụ của ngân hàng,negative,0,mình ra hỏi mấy lần mà bên ngân_hàng cứ khất lần !_hic . hơi buồn với dịch_vụ của ngân_hàng
Toi yêu VCB,positive,2,toi yêu vcb
Thanks ad !,positive,2,cảm_ơn admin !
Tôi đã thanh toán tiền bảo hiểm trực tuyến thì cần làm gì tiếp?,neutral,1,tôi đã thanh_toán tiền bảo_hiểm trực_tuyến thì cần làm gì tiếp ?
I có muốn liên kết tài khoản thanh toán với thẻ tín dụng của tôi không?,neutral,1,i có muốn liên_kết tài_khoản thanh_toán với thẻ_tín_dụng của tôi không ?
Em muốn hỏi hạn mức thẻ tín dụng của em là bao nhiêu?,neutral,1,em muốn hỏi hạn_mức thẻ_tín_dụng của em là bao_nhiêu ?
BIDV - Ngân hàng TMCP Đầu Tư & Phát Triển Việt Nam em cũng chúc cho ad làm ăn phát đạt trong nhiều năm tới nhé .hi vọng là ad sẽ giúp những đứa con đi xa như tụi em mang tới niềm vui cho bố mẹ ah,positive,2,bidv - ngân_hàng tmcp đầu_tư & phát_triển việt_nam em cũng chúc cho admin làm_ăn phát_đạt trong nhiều năm tới nhé . hi_vọng là admin sẽ giúp những đứa con đi xa như tụi em mang tới niềm vui cho bố_mẹ ah
"Mỗi tháng đều có dự án, nhưng dường như bạn vẫn chưa thấy tên mình được đề cử.",neutral,1,"mỗi tháng đều có dự_án , nhưng dường_như bạn vẫn chưa thấy tên mình được đề_cử ."
cách thức chăm sóc khách hàng của hệ thống Ngân Hàng nhà nước rất tệ BIDV là 1 ví vụ. Hotline tổng đài chả bao h gọi đc.,negative,0,cách_thức chăm_sóc khách_hàng của hệ_thống ngân_hàng nhà_nước rất tệ_bidv là 1 ví_vụ . hotline tổng_đài chả bao h gọi đc .
Cảm ơn anh nhé,positive,2,cảm_ơn anh nhé
"# Tetyeuthuong Chúc BIDV  năm mới an lành, sung túc.",positive,2,"tetyeuthuong chúc bidv năm mới an_lành , sung_túc ."
"# Tetyeuthuong Chúc BIDV năm mới phát tài phát lộc , vạn sự như ý và là 1 ngân hàng mạnh mẽ đầy uy tín.",positive,2,"tetyeuthuong chúc bidv năm mới phát_tài phát lộc , vạn_sự như_ý và là 1 ngân_hàng mạnh_mẽ đầy uy_tín ."
Nói mẹ thẳng ra bao nhiêu tiền cho dễ đỡ mât thời gian. Lằng nhằng,negative,0,nói mẹ thẳng ra bao_nhiêu tiền cho dễ đỡ mât thời_gian . lằng_nhằng
Toan noi doi nhau thoi lay dc xe ve thi chac ko co dau bidv,negative,0,toan noi doi nhau thoi_lay được xe ve_thi chac không co_dau bidv
Hay quá!!! (Y),positive,2,hay quá ! ( y )
"Mình bức xúc vừa bị mất tiền vừa bị nhân viên tát nước vào mặt, nên mình đăng lên để mọi người biết mà tránh.Chu Liên nghĩ gặp quản lý cũng vậy thôi.Cung một nhà hết mà",negative,0,"mình bức_xúc vừa bị mất tiền vừa bị nhân_viên tát nước vào mặt , nên mình đăng lên để mọi người biết mà tránh . chu_liên nghĩ gặp quản_lý cũng vậy thôi . cung một nhà hết mà"
#tetyeuthuong chúc BIDV ngày càng phát triển :),positive,2,tetyeuthuong chúc bidv ngày_càng phát_triển :)
"Phong Anh  đúng vậy , là 1 khách hàng thân thiết với bidv , t ko thể chấp nhận được việc này, nếu còn tiếp tục phí như này  t sẽ ko bao giờ nộp tiền vào tk bidv nữa, mà sẽ chuyển ngân hàng khác, vcb chẳng hạn, hay acb, còn rất nhiều ngân hàng 😡",negative,0,"phong anh đúng vậy , là 1 khách_hàng thân_thiết với bidv , t không_thể chấp_nhận được việc này , nếu còn tiếp_tục phí như này t sẽ không bao_giờ nộp tiền vào tài_khoản bidv nữa , mà sẽ chuyển ngân_hàng khác , vcb chẳng_hạn , hay acb , còn rất nhiều ngân_hàng : enraged_face :"
Chúc mừng VIDV luôn lớn mạnh giúp cho khách hàng nhiều ưu đãi,positive,2,chúc_mừng vidv luôn lớn_mạnh giúp cho khách_hàng nhiều ưu_đãi
Bidv chi nhánh phạm hùng a chị nhé thái độ phục vụ rất tồi và coi thường khách hàng bạn nhé.khach đợi 1 tiếng đồng hồ.3h chiều kêu hết h .bảo hkhac qua.... haizz,negative,0,bidv chi_nhánh phạm_hùng a chị nhé thái_độ phục_vụ rất tồi và coi_thường khách_hàng bạn nhé . khach đợi 1 tiếng đồng_hồ . 3 h chiều kêu hết h . bảo hkhac qua . haizz
bidv trừ nhiều loại phí thẻ ATM quá đi. đang suy nghĩ có nên duy trì ko đây,negative,0,bidv trừ nhiều loại phí thẻ atm quá đi . đang suy_nghĩ có nên duy_trì không đây
Phí chồng Phí làm ăn kiểu này khó sống quá,negative,0,phí chồng phí làm_ăn kiểu này khó sống quá
"Mặc dù có sự quan tâm đáng kể, tôi vẫn đánh giá đây cũng không phải là một lựa chọn hấp dẫn.",neutral,1,"mặc_dù có sự quan_tâm đáng_kể , tôi vẫn đánh_giá đây cũng không phải là một lựa_chọn hấp_dẫn ."
Lam on.tot che xau khoe ha,negative,0,lam on.tot che xau khoe ha
# tetyeuthuong chúc BIDV có một năm mới sung túc,positive,2,tetyeuthuong chúc bidv có một năm mới sung_túc
Mình thấy cách thức tham gia giải vẫn hơi rắc rối. Nếu đơn giản và thân thiện hơn thì tốt,negative,0,mình thấy cách_thức tham_gia giải vẫn hơi rắc_rối . nếu đơn_giản và thân_thiện hơn thì tốt
BIDV 7 BD hoành tráng wa. 👍🤗,positive,2,bidv 7 bd hoành_tráng wa . : thumbs_up : : smiling_face_with_open_hands :
"Mình thấy mỗi ông Nông Nghiệp mới tỏ ra chảnh choẹ! Chứ đã giao dịch thì thấy nhanh,gọn,lẹ,phục vụ tốt nhất là Vietcombank,BIDV",positive,2,"mình thấy mỗi ông nông_nghiệp mới tỏ ra chảnh chọe ! chứ đã giao_dịch thì thấy nhanh , gọn , lẹ , phục_vụ tốt nhất là vietcombank , bidv"
Tks pn nha..😊😊,positive,2,cảm_ơn pn_nha . : smiling_face_with_smiling_eyes : : smiling_face_with_smiling_eyes :
"# Tetyeuthuong Xuân sang chúc đại gia đình Bidv một năm mới phát tài ,phát lộc đem yêu thương đến cho mọi người nhé",positive,2,"tetyeuthuong xuân sang chúc đại_gia_đình bidv một năm mới phát_tài , phát_lộc đem yêu_thương đến cho mọi người nhé"
Cảm ơn adm.,positive,2,cảm_ơn adm .
"# tetyeuthuong nam moi xin chuc tat ca can bo ,anh chi em BIDV gia dinh hannh phuc.su nghiep ngay cang phat trien.",positive,2,"tetyeuthuong nam moi xin chuc tat ca can_bo , anh chi em bidv gia_dinh hannh phuc.su nghiep ngay cang phat trien ."
Tôi có thể thanh toán khoản vay trực tuyến không?,neutral,1,tôi có_thể thanh_toán khoản vay trực_tuyến không ?
